22:38:17 [ServerInfo] CashShop loaded successfully
22:38:17 [ServerInfo] ChaosMix loaded successfully
22:38:17 [ServerInfo] Character loaded successfully
22:38:17 [ServerInfo] Command loaded successfully
22:38:17 [ServerInfo] Common loaded successfully
22:38:18 [ServerInfo] Custom loaded successfully
22:38:18 [ Crywolf ] State (0) -> NONE
22:38:18 [ Crywolf ] SetState - StateInfo : Occupation/0, State/0
22:38:18 [ServerInfo] Event loaded successfully
22:38:18 [ServerInfo] EventItemBag loaded successfully
22:38:18 [ServerInfo] Hack loaded successfully
22:38:18 [ServerInfo] Item loaded successfully
22:38:18 [ServerInfo] Monster loaded successfully
22:38:18 [ServerInfo] Move loaded successfully
22:38:18 [ServerInfo] Quest loaded successfully
22:38:18 [ServerInfo] Shop loaded successfully
22:38:18 [ServerInfo] Skill loaded successfully
22:38:18 [ServerInfo] Util loaded successfully
22:38:18 [Blood Castle] (1) SetState BLANK
22:38:18 [Blood Castle] (2) SetState BLANK
22:38:18 [Blood Castle] (3) SetState BLANK
22:38:18 [Blood Castle] (4) SetState BLANK
22:38:18 [Blood Castle] (5) SetState BLANK
22:38:18 [Blood Castle] (6) SetState BLANK
22:38:18 [Blood Castle] (7) SetState BLANK
22:38:18 [Blood Castle] (8) SetState BLANK
22:38:18 [Castle Deep] Sync Start Time. [321] min remain
22:38:18 [Castle Deep] SetState EMPTY
22:38:18 [Chaos Castle] (1) SetState BLANK
22:38:18 [Chaos Castle] (2) SetState BLANK
22:38:18 [Chaos Castle] (3) SetState BLANK
22:38:18 [Chaos Castle] (4) SetState BLANK
22:38:18 [Chaos Castle] (5) SetState BLANK
22:38:18 [Chaos Castle] (6) SetState BLANK
22:38:18 [Chaos Castle] (7) SetState BLANK
22:38:18 [Devil Square] (1) SetState BLANK
22:38:18 [Devil Square] (2) SetState BLANK
22:38:18 [Devil Square] (3) SetState BLANK
22:38:18 [Devil Square] (4) SetState BLANK
22:38:18 [Devil Square] (5) SetState BLANK
22:38:18 [Devil Square] (6) SetState BLANK
22:38:18 [Devil Square] (7) SetState BLANK
22:38:18 [Illusion Temple] (1) SetState BLANK
22:38:18 [Illusion Temple] (2) SetState BLANK
22:38:18 [Illusion Temple] (3) SetState BLANK
22:38:18 [Illusion Temple] (4) SetState BLANK
22:38:18 [Illusion Temple] (5) SetState BLANK
22:38:18 [Illusion Temple] (6) SetState BLANK
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:2(445), MAXHP:400000, HP:400000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:3(446), MAXHP:400000, HP:400000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:4(447), MAXHP:400000, HP:400000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:1(448), MAXHP:500000, HP:500000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:2(449), MAXHP:500000, HP:500000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:3(450), MAXHP:500000, HP:500000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:4(451), MAXHP:500000, HP:500000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:5(452), MAXHP:500000, HP:500000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:6(453), MAXHP:500000, HP:500000, DF:0, RG:0)
23:49:36 [CastleSiege] CCastleSiege::StoreDbNpc() - << END >>
23:49:36 [CastleSiege] [0x89] GS_DGAnsCastleNpcUpdate() - Npc Data Update Result : 'SUCCEED'
23:49:37 LEFT : SEC(504623), SIEGE-DAY(2022-01-08 20:00:00)
23:50:37 LEFT : SEC(504564), SIEGE-DAY(2022-01-08 20:00:01)
23:51:37 LEFT : SEC(504503), SIEGE-DAY(2022-01-08 20:00:00)
23:52:37 LEFT : SEC(504443), SIEGE-DAY(2022-01-08 20:00:00)
23:53:37 LEFT : SEC(504383), SIEGE-DAY(2022-01-08 20:00:00)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() - << START >>
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:1(444), MAXHP:400000, HP:400000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:2(445), MAXHP:400000, HP:400000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:3(446), MAXHP:400000, HP:400000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:4(447), MAXHP:400000, HP:400000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:1(448), MAXHP:500000, HP:500000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:2(449), MAXHP:500000, HP:500000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:3(450), MAXHP:500000, HP:500000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:4(451), MAXHP:500000, HP:500000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:5(452), MAXHP:500000, HP:500000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:6(453), MAXHP:500000, HP:500000, DF:0, RG:0)
23:54:36 [CastleSiege] CCastleSiege::StoreDbNpc() - << END >>
23:54:36 [CastleSiege] [0x89] GS_DGAnsCastleNpcUpdate() - Npc Data Update Result : 'SUCCEED'
23:54:37 LEFT : SEC(504323), SIEGE-DAY(2022-01-08 20:00:00)
23:55:37 LEFT : SEC(504263), SIEGE-DAY(2022-01-08 20:00:00)
23:56:38 LEFT : SEC(504203), SIEGE-DAY(2022-01-08 20:00:01)
23:57:38 LEFT : SEC(504143), SIEGE-DAY(2022-01-08 20:00:01)
23:58:38 LEFT : SEC(504083), SIEGE-DAY(2022-01-08 20:00:01)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() - << START >>
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:1(444), MAXHP:400000, HP:400000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:2(445), MAXHP:400000, HP:400000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:3(446), MAXHP:400000, HP:400000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:283, IDX:4(447), MAXHP:400000, HP:400000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:1(448), MAXHP:500000, HP:500000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:2(449), MAXHP:500000, HP:500000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:3(450), MAXHP:500000, HP:500000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:4(451), MAXHP:500000, HP:500000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:5(452), MAXHP:500000, HP:500000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() NPC INFO (CLS:277, IDX:6(453), MAXHP:500000, HP:500000, DF:0, RG:0)
23:59:37 [CastleSiege] CCastleSiege::StoreDbNpc() - << END >>
23:59:37 [CastleSiege] [0x89] GS_DGAnsCastleNpcUpdate() - Npc Data Update Result : 'SUCCEED'
23:59:38 LEFT : SEC(504023), SIEGE-DAY(2022-01-08 20:00:01)
